YPA,America/Regina
YPE,America/Edmonton
YPG,America/Winnipeg
YPL,America/Coral_Harbour
YPN,America/Toronto
YPQ,America/Toronto
YPR,America/Vancouver
YPY,America/Edmonton
YQA,America/Toronto
YQB,America/Toronto
YQF,America/Edmonton
YQG,America/Toronto
YQH,America/Vancouver
YQK,America/Winnipeg
YQL,America/Edmonton
YQM,America/Halifax
YQQ,America/Vancouver
YQR,America/Regina
YQT,America/Toronto
YQU,America/Edmonton
YQV,America/Regina
YQW,America/Regina
YQX,America/St_Johns
YQY,America/Halifax
YQZ,America/Vancouver
YRB,America/Winnipeg
YRI,America/Toronto
YRJ,America/Toronto
YRM,America/Edmonton
YRT,America/Winnipeg
YSB,America/Toronto
YSC,America/Toronto
YSJ,America/Halifax
YSM,America/Edmonton
YSR,America/Toronto
YSU,America/Halifax
YSY,America/Edmonton
YTE,America/Toronto
YTH,America/Winnipeg
YTR,America/Toronto
YTS,America/Toronto
YTZ,America/Toronto
YUB,America/Edmonton
YUL,America/Toronto
YUT,America/Winnipeg
YUX,America/Toronto
YUY,America/Toronto
YVC,America/Regina
YVG,America/Edmonton
YVM,America/Toronto
YVO,America/Toronto
YVP,America/Toronto
YVQ,America/Edmonton
YVR,America/Vancouver
YVT,America/Regina
YVV,America/Toronto
YWA,America/Toronto
YWG,America/Winnipeg
YWK,America/Halifax
YWL,America/Vancouver
YWY,America/Edmonton
YXC,America/Edmonton
YXD,America/Edmonton
YXE,America/Regina
YXH,America/Edmonton
YXJ,America/Dawson_Creek
YXL,America/Winnipeg
YXP,America/Toronto
YXR,America/Toronto
YXS,America/Vancouver
YXT,America/Vancouver
YXU,America/Toronto
YXX,America/Vancouver
YXY,America/Vancouver
YYB,America/Toronto
YYC,America/Edmonton
YYD,America/Vancouver
YYE,America/Vancouver
YYF,America/Vancouver
YYG,America/Halifax
YYH,America/Edmonton
YYJ,America/Vancouver
YYL,America/Winnipeg
YYN,America/Regina
YYQ,America/Winnipeg
YYR,America/Halifax
YYT,America/St_Johns
YYU,America/Toronto
YYW,America/Toronto
YYY,America/Toronto
YYZ,America/Toronto
YZD,America/Toronto
YZE,America/Toronto
YZF,America/Edmonton
YZH,America/Edmonton
YZP,America/Vancouver
YZR,America/Toronto
YZT,America/Vancouver
YZU,America/Edmonton
YZV,America/Toronto
YZW,America/Vancouver
YZX,America/Halifax
ZFA,America/Vancouver
ZFM,America/Edmonton
BJA,Africa/Algiers
ALG,Africa/Algiers
DJG,Africa/Algiers
QFD,Africa/Algiers
VVZ,Africa/Algiers
TMR,Africa/Algiers
GJL,Africa/Algiers
AAE,Africa/Algiers
CZL,Africa/Algiers
TEE,Africa/Algiers
HRM,Africa/Algiers
TID,Africa/Algiers
TIN,Africa/Algiers
QAS,Africa/Algiers
TAF,Africa/Algiers
TLM,Africa/Algiers
ORN,Africa/Algiers
MUW,Africa/Algiers
AZR,Africa/Algiers
BSK,Africa/Algiers
ELG,Africa/Algiers
GHA,Africa/Algiers
HME,Africa/Algiers
INZ,Africa/Algiers
TGR,Africa/Algiers
LOO,Africa/Algiers
TMX,Africa/Algiers
OGX,Africa/Algiers
IAM,Africa/Algiers
COO,Africa/Porto-Novo
OUA,Africa/Ouagadougou
BOY,Africa/Ouagadougou
ACC,Africa/Accra
TML,Africa/Accra
NYI,Africa/Accra
TKD,Africa/Accra
ABJ,Africa/Abidjan
BYK,Africa/Abidjan
DJO,Africa/Abidjan
HGO,Africa/Abidjan
MJC,Africa/Abidjan
SPY,Africa/Abidjan
ASK,Africa/Abidjan
ABV,Africa/Lagos
AKR,Africa/Lagos
BNI,Africa/Lagos
CBQ,Africa/Lagos
ENU,Africa/Lagos
QUS,Africa/Lagos
IBA,Africa/Lagos
ILR,Africa/Lagos
JOS,Africa/Lagos
KAD,Africa/Lagos
KAN,Africa/Lagos
MIU,Africa/Lagos
MDI,Africa/Lagos
LOS,Africa/Lagos
MXJ,Africa/Lagos
PHC,Africa/Lagos
SKO,Africa/Lagos
YOL,Africa/Lagos
ZAR,Africa/Lagos
MFQ,Africa/Niamey
NIM,Africa/Niamey
THZ,Africa/Niamey
AJY,Africa/Niamey
ZND,Africa/Niamey
MIR,Africa/Tunis
TUN,Africa/Tunis
GAF,Africa/Tunis
GAE,Africa/Tunis
DJE,Africa/Tunis
EBM,Africa/Tunis
SFA,Africa/Tunis
TOE,Africa/Tunis
LRL,Africa/Lome
LFW,Africa/Lome
ANR,Europe/Brussels
BRU,Europe/Brussels
CRL,Europe/Brussels
QKT,Europe/Brussels
LGG,Europe/Brussels
OST,Europe/Brussels
BBJ,Europe/Berlin
AOC,Europe/Berlin
4I7,America/New_York
BBH,Europe/Berlin
SXF,Europe/Berlin
DRS,Europe/Berlin
ERF,Europe/Berlin
FRA,Europe/Berlin
FMO,Europe/Berlin
HAM,Europe/Berlin
THF,Europe/Berlin
CGN,Europe/Berlin
DUS,Europe/Berlin
MUC,Europe/Berlin
NUE,Europe/Berlin
LEJ,Europe/Berlin
SCN,Europe/Berlin
STR,Europe/Berlin
TXL,Europe/Berlin
HAJ,Europe/Berlin
BRE,Europe/Berlin
HHN,Europe/Berlin
MHG,Europe/Berlin
XFW,Europe/Berlin
KEL,Europe/Berlin
LBC,Europe/Berlin
ZCA,Europe/Berlin
ESS,Europe/Berlin
MGL,Europe/Berlin
PAD,Europe/Berlin
DTM,Europe/Berlin
AGB,Europe/Berlin
OBF,Europe/Berlin
FDH,Europe/Berlin
SZW,Europe/Berlin
ZSN,Europe/Berlin
BYU,Europe/Berlin
HOQ,Europe/Berlin
ZNV,Europe/Berlin
ZQF,Europe/Berlin
ZQC,Europe/Berlin
ZQL,Europe/Berlin
BWE,Europe/Berlin
KSF,Europe/Berlin
BRV,Europe/Berlin
EME,Europe/Berlin
WVN,Europe/Berlin
BMK,Europe/Berlin
NRD,Europe/Berlin
FLF,Europe/Berlin
GWT,Europe/Berlin
KDL,Europe/Tallinn
URE,Europe/Tallinn
EPU,Europe/Tallinn
TLL,Europe/Tallinn
TAY,Europe/Tallinn
ENF,Europe/Helsinki
KEV,Europe/Helsinki
HEM,Europe/Helsinki
HEL,Europe/Helsinki
HYV,Europe/Helsinki
IVL,Europe/Helsinki
JOE,Europe/Helsinki
JYV,Europe/Helsinki
KAU,Europe/Helsinki
KEM,Europe/Helsinki
KAJ,Europe/Helsinki
KOK,Europe/Helsinki
KAO,Europe/Helsinki
KTT,Europe/Helsinki
KUO,Europe/Helsinki
LPP,Europe/Helsinki
MHQ,Europe/Mariehamn
MIK,Europe/Helsinki
OUL,Europe/Helsinki
POR,Europe/Helsinki
RVN,Europe/Helsinki
SVL,Europe/Helsinki
SOT,Europe/Helsinki
TMP,Europe/Helsinki
TKU,Europe/Helsinki
QVY,Europe/Helsinki
VAA,Europe/Helsinki
VRK,Europe/Helsinki
BFS,Europe/London
ENK,Europe/London
BHD,Europe/London
LDY,Europe/London
BHX,Europe/London
CVT,Europe/London
GLO,Europe/London
MAN,Europe/London
NQY,Europe/London
LYE,Europe/London
YEO,Europe/London
CWL,Europe/London
SWS,Europe/London
BRS,Europe/London
LPL,Europe/London
LTN,Europe/London
PLH,Europe/London
BOH,Europe/London
SOU,Europe/London
QLA,Europe/London
ACI,Europe/Guernsey
GCI,Europe/Guernsey
JER,Europe/Jersey
ESH,Europe/London
BQH,Europe/London
LGW,Europe/London
LCY,Europe/London
FAB,Europe/London
BBS,Europe/London
LHR,Europe/London
SEN,Europe/London
LYX,Europe/London
MSE,Europe/London
CAX,Europe/London
BLK,Europe/London
HUY,Europe/London
BWF,Europe/London
LBA,Europe/London
CEG,Europe/London
IOM,Europe/Isle_of_Man
NCL,Europe/London
MME,Europe/London
EMA,Europe/London
KOI,Europe/London
LSI,Europe/London
WIC,Europe/London
ABZ,Europe/London
INV,Europe/London
GLA,Europe/London
EDI,Europe/London
ILY,Europe/London
PIK,Europe/London
BEB,Europe/London
SDZ,Europe/London
DND,Europe/London
SYY,Europe/London
TRE,Europe/London
ADX,Europe/London
LMO,Europe/London
CBG,Europe/London
NWI,Europe/London
STN,Europe/London
EXT,Europe/London
FZO,Europe/London
OXF,Europe/London
MHZ,Europe/London
FFD,Europe/London
BZZ,Europe/London
ODH,Europe/London
NHT,Europe/London
QCY,Europe/London
BEQ,Europe/London
WTN,Europe/London
KNF,Europe/London
MPN,Atlantic/Stanley
AMS,Europe/Amsterdam
MST,Europe/Amsterdam
EIN,Europe/Amsterdam
GRQ,Europe/Amsterdam
DHR,Europe/Amsterdam
LWR,Europe/Amsterdam
RTM,Europe/Amsterdam
UTC,Europe/Amsterdam
ENS,Europe/Amsterdam
LID,Europe/Amsterdam
WOE,Europe/Amsterdam
ORK,Europe/Dublin
GWY,Europe/Dublin
DUB,Europe/Dublin
NOC,Europe/Dublin
KIR,Europe/Dublin
SNN,Europe/Dublin
SXL,Europe/Dublin
WAT,Europe/Dublin
AAR,Europe/Copenhagen
BLL,Europe/Copenhagen
CPH,Europe/Copenhagen
EBJ,Europe/Copenhagen
KRP,Europe/Copenhagen
ODE,Europe/Copenhagen
RKE,Europe/Copenhagen
RNN,Europe/Copenhagen
SGD,Europe/Copenhagen
SKS,Europe/Copenhagen
TED,Europe/Copenhagen
FAE,Atlantic/Faeroe
STA,Europe/Copenhagen
AAL,Europe/Copenhagen
LUX,Europe/Luxembourg
AES,Europe/Oslo
ANX,Europe/Oslo
ALF,Europe/Oslo
BNN,Europe/Oslo
BOO,Europe/Oslo
BGO,Europe/Oslo
BJF,Europe/Oslo
KRS,Europe/Oslo
BDU,Europe/Oslo
EVE,Europe/Oslo
VDB,Europe/Oslo
FRO,Europe/Oslo
OSL,Europe/Oslo
HAU,Europe/Oslo
HAA,Europe/Oslo
KSU,Europe/Oslo
KKN,Europe/Oslo
FAN,Europe/Oslo
MOL,Europe/Oslo
MJF,Europe/Oslo
LKL,Europe/Oslo
NTB,Europe/Oslo
OLA,Europe/Oslo
RRS,Europe/Oslo
RYG,Europe/Oslo
LYR,Arctic/Longyearbyen
SKE,Europe/Oslo
SRP,Europe/Oslo
SSJ,Europe/Oslo
TOS,Europe/Oslo
TRF,Europe/Oslo
TRD,Europe/Oslo
SVG,Europe/Oslo
GDN,Europe/Warsaw
KRK,Europe/Warsaw
KTW,Europe/Warsaw
POZ,Europe/Warsaw
RZE,Europe/Warsaw
SZZ,Europe/Warsaw
OSP,Europe/Warsaw
WAW,Europe/Warsaw
WRO,Europe/Warsaw
IEG,Europe/Warsaw
RNB,Europe/Stockholm
GOT,Europe/Stockholm
JKG,Europe/Stockholm
LDK,Europe/Stockholm
GSE,Europe/Stockholm
KVB,Europe/Stockholm
THN,Europe/Stockholm
KSK,Europe/Stockholm
MXX,Europe/Stockholm
NYO,Europe/Stockholm
KID,Europe/Stockholm
JLD,Europe/Stockholm
OSK,Europe/Stockholm
KLR,Europe/Stockholm
MMX,Europe/Stockholm
HAD,Europe/Stockholm
VXO,Europe/Stockholm
EVG,Europe/Stockholm
GEV,Europe/Stockholm
HUV,Europe/Stockholm
KRF,Europe/Stockholm
LYC,Europe/Stockholm
SDL,Europe/Stockholm
OER,Europe/Stockholm
KRN,Europe/Stockholm
SFT,Europe/Stockholm
UME,Europe/Stockholm
VHM,Europe/Stockholm
AJR,Europe/Stockholm
ORB,Europe/Stockholm
VST,Europe/Stockholm
LLA,Europe/Stockholm
ARN,Europe/Stockholm
BMA,Europe/Stockholm
BLE,Europe/Stockholm
HLF,Europe/Stockholm
GVX,Europe/Stockholm
LPI,Europe/Stockholm
NRK,Europe/Stockholm
VBY,Europe/Stockholm
SPM,Europe/Berlin
RMS,Europe/Berlin
GHF,Europe/Berlin
ZCN,Europe/Berlin
ZNF,Europe/Berlin
GKE,Europe/Berlin
RLG,Europe/Berlin
FEL,Europe/Berlin
GUT,Europe/Berlin
ALJ,Africa/Johannesburg
AGZ,Africa/Johannesburg
BIY,Africa/Johannesburg
BFN,Africa/Johannesburg
CPT,Africa/Johannesburg
DUR,Africa/Johannesburg
ELS,Africa/Johannesburg
GCJ,Africa/Johannesburg
GRJ,Africa/Johannesburg
HDS,Africa/Johannesburg
JNB,Africa/Johannesburg
KIM,Africa/Johannesburg
KLZ,Africa/Johannesburg
HLA,Africa/Johannesburg
LAY,Africa/Johannesburg
MGH,Africa/Johannesburg
MEZ,Africa/Johannesburg
NCS,Africa/Johannesburg
DUH,Africa/Johannesburg
PLZ,Africa/Johannesburg
PHW,Africa/Johannesburg
PTG,Africa/Johannesburg
PZB,Africa/Johannesburg
NTY,Africa/Johannesburg
UTW,Africa/Johannesburg
RCB,Africa/Johannesburg
SBU,Africa/Johannesburg
SIS,Africa/Johannesburg
SZK,Africa/Johannesburg
LTA,Africa/Johannesburg
ULD,Africa/Johannesburg
UTN,Africa/Johannesburg
UTT,Africa/Johannesburg
VRU,Africa/Johannesburg
VIR,Africa/Johannesburg
PRY,Africa/Johannesburg
WEL,Africa/Johannesburg
FRW,Africa/Gaborone
JWA,Africa/Gaborone
BBK,Africa/Gaborone
MUB,Africa/Gaborone
GBE,Africa/Gaborone
PKW,Africa/Gaborone
BZV,Africa/Brazzaville
FTX,Africa/Brazzaville
OUE,Africa/Brazzaville
PNR,Africa/Brazzaville
MTS,Africa/Mbabane
BGF,Africa/Bangui
BBT,Africa/Bangui
BSG,Africa/Malabo
SSG,Africa/Malabo
MRU,Indian/Mauritius
RRG,Indian/Mauritius
TKC,Africa/Douala
DLA,Africa/Douala
MVR,Africa/Douala
FOM,Africa/Douala
NGE,Africa/Douala
GOU,Africa/Douala
BFX,Africa/Douala
BPC,Africa/Douala
YAO,Africa/Douala
LVI,Africa/Lusaka
LUN,Africa/Lusaka
MFU,Africa/Lusaka
NLA,Africa/Lusaka
KIW,Africa/Lusaka
HAH,Indian/Comoro
NWA,Indian/Comoro
AJN,Indian/Comoro
DZA,Indian/Mayotte
RUN,Indian/Reunion
ZSE,Indian/Reunion
TNR,Indian/Antananarivo
ZVA,Indian/Antananarivo
SMS,Indian/Antananarivo
TMM,Indian/Antananarivo
MOQ,Indian/Antananarivo
DIE,Indian/Antananarivo
WMR,Indian/Antananarivo
ZWA,Indian/Antananarivo
AMB,Indian/Antananarivo
ANM,Indian/Antananarivo
HVA,Indian/Antananarivo
MJN,Indian/Antananarivo
NOS,Indian/Antananarivo
BPY,Indian/Antananarivo
WMN,Indian/Antananarivo
SVB,Indian/Antananarivo
VOH,Indian/Antananarivo
WAI,Indian/Antananarivo
FTU,Indian/Antananarivo
WFI,Indian/Antananarivo
RVA,Indian/Antananarivo
WVK,Indian/Antananarivo
MNJ,Indian/Antananarivo
MXM,Indian/Antananarivo
TLE,Indian/Antananarivo
SSY,Africa/Luanda
BUG,Africa/Luanda
CAB,Africa/Luanda
CPX,America/Puerto_Rico
NOV,Africa/Luanda
SVP,Africa/Luanda
LAD,Africa/Luanda
MEG,Africa/Luanda
SPP,Africa/Luanda
GXG,Africa/Luanda
PBN,Africa/Luanda
VHC,Africa/Luanda
SZA,Africa/Luanda
SDD,Africa/Luanda
LUO,Africa/Luanda
UGO,Africa/Luanda
XGN,Africa/Luanda
OYE,Africa/Libreville
OKN,Africa/Libreville
LBQ,Africa/Libreville
BMM,Africa/Libreville
POG,Africa/Libreville
OMB,Africa/Libreville
MKU,Africa/Libreville
LBV,Africa/Libreville
MVB,Africa/Libreville
PCP,Africa/Sao_Tome
TMS,Africa/Sao_Tome
BEW,Africa/Maputo
INH,Africa/Maputo
VXC,Africa/Maputo
MPM,Africa/Maputo
MZB,Africa/Maputo
MNC,Africa/Maputo
APL,Africa/Maputo
POL,Africa/Maputo
UEL,Africa/Maputo
TET,Africa/Maputo
VNX,Africa/Maputo
DES,Indian/Mahe
SEZ,Indian/Mahe
PRI,Indian/Mahe
AEH,Africa/Ndjamena
MQQ,Africa/Ndjamena
NDJ,Africa/Ndjamena
FYT,Africa/Ndjamena
BUQ,Africa/Harare
BFO,Africa/Harare
VFA,Africa/Harare
HRE,Africa/Harare
KAB,Africa/Harare
MVZ,Africa/Harare
GWE,Africa/Harare
WKM,Africa/Harare
BLZ,Africa/Blantyre
KGJ,Africa/Blantyre
LLW,Africa/Blantyre
ZZU,Africa/Blantyre
MSU,Africa/Maseru
FIH,Africa/Kinshasa
NLO,Africa/Kinshasa
MNB,Africa/Kinshasa
FDU,Africa/Kinshasa
KKW,Africa/Kinshasa
MDK,Africa/Kinshasa
BDT,Africa/Kinshasa
GMA,Africa/Kinshasa
LIQ,Africa/Kinshasa
FKI,Africa/Lubumbashi
IRP,Africa/Lubumbashi
BUX,Africa/Lubumbashi
BKY,Africa/Lubumbashi
GOM,Africa/Kigali
KND,Africa/Lubumbashi
FBM,Africa/Lubumbashi
KWZ,Africa/Lubumbashi
FMI,Africa/Lubumbashi
KMN,Africa/Lubumbashi
KGA,Africa/Lubumbashi
MJM,Africa/Lubumbashi
BKO,Africa/Bamako
GAQ,Africa/Bamako
KYS,Africa/Bamako
MZI,Africa/Bamako
TOM,Africa/Bamako
BJL,Africa/Banjul
FUE,Atlantic/Canary
VDE,Atlantic/Canary
SPC,Atlantic/Canary
LPA,Atlantic/Canary
ACE,Atlantic/Canary
TFS,Atlantic/Canary
TFN,Atlantic/Canary
MLN,Europe/Madrid
FNA,Africa/Freetown
MLW,Africa/Monrovia
ROB,Africa/Monrovia
AGA,Africa/Casablanca
TTA,Africa/Casablanca
FEZ,Africa/Casablanca
ERH,Africa/Casablanca
MEK,Africa/Casablanca
OUD,Africa/Casablanca
RBA,Africa/Casablanca
CMN,Africa/Casablanca
RAK,Africa/Casablanca
NNA,Africa/Casablanca
OZZ,Africa/Casablanca
AHU,Africa/Casablanca
TTU,Africa/Casablanca
TNG,Africa/Casablanca
ZIG,Africa/Dakar
CSK,Africa/Dakar
KLC,Africa/Dakar
DKR,Africa/Dakar
XLS,Africa/Dakar
BXE,Africa/Dakar
KGG,Africa/Dakar
TUD,Africa/Dakar
IEO,Africa/Nouakchott
TIY,Africa/Nouakchott
KFA,Africa/Nouakchott
EMN,Africa/Nouakchott
KED,Africa/Nouakchott
NKC,Africa/Nouakchott
SEY,Africa/Nouakchott
ATR,Africa/Nouakchott
NDB,Africa/Nouakchott
FIG,Africa/Conakry
FAA,Africa/Conakry
LEK,Africa/Conakry
SID,Atlantic/Cape_Verde
BVC,Atlantic/Cape_Verde
MMO,Atlantic/Cape_Verde
SNE,Atlantic/Cape_Verde
VXE,Atlantic/Cape_Verde
ADD,Africa/Addis_Ababa
AMH,Africa/Addis_Ababa
AXU,Africa/Addis_Ababa
BJR,Africa/Addis_Ababa
DIR,Africa/Addis_Ababa
GMB,Africa/Addis_Ababa
GDQ,Africa/Addis_Ababa
JIM,Africa/Addis_Ababa
LLI,Africa/Addis_Ababa
MQX,Africa/Addis_Ababa
ASO,Africa/Addis_Ababa
BJM,Africa/Bujumbura
HGA,Africa/Mogadishu
BBO,Africa/Mogadishu
KMU,Africa/Mogadishu
C91,America/New_York
ALY,Africa/Cairo
ABS,Africa/Cairo
CAI,Africa/Cairo
HRG,Africa/Cairo
EGR,Africa/Cairo
LXR,Africa/Cairo
MUH,Africa/Cairo
PSD,Africa/Cairo
SKV,Africa/Cairo
ASW,Africa/Cairo
ELT,Africa/Cairo
EDL,Africa/Nairobi
KIS,Africa/Nairobi
KTL,Africa/Nairobi
CDI,America/New_York
LOK,Africa/Nairobi
LAU,Africa/Nairobi
MBA,Africa/Nairobi
WIL,Africa/Nairobi
WJR,Africa/Nairobi
GHT,Africa/Tripoli
AKF,Africa/Tripoli
BEN,Africa/Tripoli
SEB,Africa/Tripoli
TIP,Africa/Tripoli
LTD,Africa/Tripoli
GYI,Africa/Kigali
KGL,Africa/Kigali
KME,Africa/Kigali
DOG,Africa/Khartoum
ELF,Africa/Khartoum
KSL,Africa/Khartoum
EBD,Africa/Khartoum
JUB,Africa/Juba
MAK,Africa/Juba
KRT,Africa/Khartoum
ARK,Africa/Dar_es_Salaam
DAR,Africa/Dar_es_Salaam
DOD,Africa/Dar_es_Salaam
IRI,Africa/Dar_es_Salaam
JRO,Africa/Dar_es_Salaam
LKY,Africa/Dar_es_Salaam
MYW,Africa/Dar_es_Salaam
MWZ,Africa/Dar_es_Salaam
PMA,Africa/Dar_es_Salaam
TGT,Africa/Dar_es_Salaam
ZNZ,Africa/Dar_es_Salaam
EBB,Africa/Kampala
QDU,Europe/Berlin
SRT,Africa/Kampala
TIA,Europe/Tirane
BOJ,Europe/Sofia
GOZ,Europe/Sofia
PDV,Europe/Sofia
SOF,Europe/Sofia
VAR,Europe/Sofia
LCA,Asia/Nicosia
PFO,Asia/Nicosia
AKT,Europe/London
DBV,Europe/Zagreb
OSI,Europe/Zagreb
PUY,Europe/Zagreb
RJK,Europe/Zagreb
SPU,Europe/Zagreb
ZAG,Europe/Zagreb
ZAD,Europe/Zagreb
ALC,Europe/Madrid
LEI,Europe/Madrid
OVD,Europe/Madrid
ODB,Europe/Madrid
BIO,Europe/Madrid
BCN,Europe/Madrid
BJZ,Europe/Madrid
LCG,Europe/Madrid
GRO,Europe/Madrid
GRX,Europe/Madrid
IBZ,Europe/Madrid
XRY,Europe/Madrid
MJV,Europe/Madrid
PKH,Europe/Athens
MAD,Europe/Madrid
AGP,Europe/Madrid
MAH,Europe/Madrid
OZP,Europe/Madrid
PNA,Europe/Madrid
REU,Europe/Madrid
SLM,Europe/Madrid
EAS,Europe/Madrid
SCQ,Europe/Madrid
LEU,Europe/Madrid
TOJ,Europe/Madrid
VLC,Europe/Madrid
VLL,Europe/Madrid
VIT,Europe/Madrid
VGO,Europe/Madrid
SDR,Europe/Madrid
ZAZ,Europe/Madrid
SVQ,Europe/Madrid
CQF,Europe/Paris
LTQ,Europe/Paris
AGF,Europe/Paris
BOD,Europe/Paris
EGC,Europe/Paris
CNG,Europe/Paris
PIS,Europe/Paris
LIG,Europe/Paris
NIT,Europe/Paris
TLS,Europe/Paris
PUF,Europe/Paris
LDE,Europe/Paris
ANG,Europe/Paris
BVE,Europe/Paris
PGX,Europe/Paris
BIQ,Europe/Paris
XAC,Europe/Paris
LBI,Europe/Paris
DCM,Europe/Paris
RDZ,Europe/Paris
RYN,Europe/Paris
RCO,Europe/Paris
CMR,Europe/Paris
DLE,Europe/Paris
OBS,Europe/Paris
LPY,Europe/Paris
XBK,Europe/Paris
XVF,Europe/Paris
XMU,Europe/Paris
ETZ,Europe/Paris
BIA,Europe/Paris
CLY,Europe/Paris
FSC,Europe/Paris
AJA,Europe/Paris
SOZ,Europe/Paris
AUF,Europe/Paris
CMF,Europe/Paris
CFE,Europe/Paris
BOU,Europe/Paris
XCD,Europe/Paris
QNJ,Europe/Paris
LYS,Europe/Paris
QNX,Europe/Paris
RNE,Europe/Paris
NCY,Europe/Paris
GNB,Europe/Paris
MCU,Europe/Paris
VAF,Europe/Paris
VHY,Europe/Paris
AUR,Europe/Paris
CHR,Europe/Paris
LYN,Europe/Paris
QXB,Europe/Paris
CEQ,Europe/Paris
EBU,Europe/Paris
CCF,Europe/Paris
MRS,Europe/Paris
NCE,Europe/Paris
PGF,Europe/Paris
CTT,Europe/Paris
MPL,Europe/Paris
BZR,Europe/Paris
AVN,Europe/Paris
MEN,Europe/Paris
BVA,Europe/Paris
LEH,Europe/Paris
ORE,Europe/Paris
XCR,Europe/Paris
URO,Europe/Paris
TUF,Europe/Paris
CET,Europe/Paris
LVA,Europe/Paris
LBG,Europe/Paris
CSF,Europe/Paris
CDG,Europe/Paris
TNF,Europe/Paris
ORY,Europe/Paris
POX,Europe/Paris
QYR,Europe/Paris
NVS,Europe/Paris
LIL,Europe/Paris
BES,Europe/Paris
CER,Europe/Paris
DNR,Europe/Paris
GFR,Europe/Paris
DOL,Europe/Paris
LRT,Europe/Paris
EDM,Europe/Paris
CFR,Europe/Paris
LME,Europe/Paris
RNS,Europe/Paris
LAI,Europe/Paris
UIP,Europe/Paris
NTE,Europe/Paris
SBK,Europe/Paris
MXN,Europe/Paris
VNE,Europe/Paris
SNR,Europe/Paris
MLH,Europe/Paris
DIJ,Europe/Paris
MZM,Europe/Paris
EPL,Europe/Paris
ENC,Europe/Paris
RHE,Europe/Paris
SXB,Europe/Paris
TLN,Europe/Paris
FNI,Europe/Paris
MQC,America/Miquelon
FSP,America/Miquelon
PYR,Europe/Athens
AGQ,Europe/Athens
AXD,Europe/Athens
VOL,Europe/Athens
JKH,Europe/Athens
IOA,Europe/Athens
HER,Europe/Athens
KSO,Europe/Athens
KIT,Europe/Athens
EFL,Europe/Athens
KLX,Europe/Athens
KGS,Europe/Athens
AOK,Europe/Athens
CFU,Europe/Athens
KSJ,Europe/Athens
KVA,Europe/Athens
KZI,Europe/Athens
LRS,Europe/Athens
LXS,Europe/Athens
LRA,Europe/Athens
JMK,Europe/Athens
MJT,Europe/Athens
PVK,Europe/Athens
RHO,Europe/Athens
GPA,Europe/Athens
CHQ,Europe/Athens
JSI,Europe/Athens
SMI,Europe/Athens
LYM,Europe/London
JTR,Europe/Athens
JSH,Europe/Athens
SKU,Europe/Athens
SKG,Europe/Athens
ZTH,Europe/Athens
BUD,Europe/Budapest
DEB,Europe/Budapest
SUE,America/Chicago
CRV,Europe/Rome
BRI,Europe/Rome
FOG,Europe/Rome
TAR,Europe/Rome
LCC,Europe/Rome
PSR,Europe/Rome
