TAY,2,Europe/Tallinn
ENF,2,Europe/Helsinki
KEV,2,Europe/Helsinki
HEM,2,Europe/Helsinki
HEL,2,Europe/Helsinki
HYV,2,Europe/Helsinki
IVL,2,Europe/Helsinki
JOE,2,Europe/Helsinki
JYV,2,Europe/Helsinki
KAU,2,Europe/Helsinki
KEM,2,Europe/Helsinki
KAJ,2,Europe/Helsinki
KOK,2,Europe/Helsinki
KAO,2,Europe/Helsinki
KTT,2,Europe/Helsinki
KUO,2,Europe/Helsinki
LPP,2,Europe/Helsinki
MHQ,2,Europe/Mariehamn
MIK,2,Europe/Helsinki
OUL,2,Europe/Helsinki
POR,2,Europe/Helsinki
RVN,2,Europe/Helsinki
SVL,2,Europe/Helsinki
SOT,2,Europe/Helsinki
TMP,2,Europe/Helsinki
TKU,2,Europe/Helsinki
QVY,2,Europe/Helsinki
VAA,2,Europe/Helsinki
VRK,2,Europe/Helsinki
BFS,0,Europe/London
ENK,0,Europe/London
BHD,0,Europe/London
LDY,0,Europe/London
BHX,0,Europe/London
CVT,0,Europe/London
GLO,0,Europe/London
MAN,0,Europe/London
NQY,0,Europe/London
LYE,0,Europe/London
YEO,0,Europe/London
CWL,0,Europe/London
SWS,0,Europe/London
BRS,0,Europe/London
LPL,0,Europe/London
LTN,0,Europe/London
PLH,0,Europe/London
BOH,0,Europe/London
SOU,0,Europe/London
QLA,0,Europe/London
ACI,0,Europe/Guernsey
GCI,0,Europe/Guernsey
JER,0,Europe/Jersey
ESH,0,Europe/London
BQH,0,Europe/London
LGW,0,Europe/London
LCY,0,Europe/London
FAB,0,Europe/London
BBS,0,Europe/London
LHR,0,Europe/London
SEN,0,Europe/London
LYX,0,Europe/London
MSE,0,Europe/London
CAX,0,Europe/London
BLK,0,Europe/London
HUY,0,Europe/London
BWF,0,Europe/London
LBA,0,Europe/London
CEG,0,Europe/London
IOM,0,Europe/Isle_of_Man
NCL,0,Europe/London
MME,0,Europe/London
EMA,0,Europe/London
KOI,0,Europe/London
LSI,0,Europe/London
WIC,0,Europe/London
ABZ,0,Europe/London
INV,0,Europe/London
GLA,0,Europe/London
EDI,0,Europe/London
ILY,0,Europe/London
PIK,0,Europe/London
BEB,0,Europe/London
SDZ,0,Europe/London
DND,0,Europe/London
SYY,0,Europe/London
TRE,0,Europe/London
ADX,0,Europe/London
LMO,0,Europe/London
CBG,0,Europe/London
NWI,0,Europe/London
STN,0,Europe/London
EXT,0,Europe/London
FZO,0,Europe/London
OXF,0,Europe/London
MHZ,0,Europe/London
FFD,0,Europe/London
BZZ,0,Europe/London
ODH,0,Europe/London
NHT,0,Europe/London
QCY,0,Europe/London
BEQ,0,Europe/London
WTN,0,Europe/London
KNF,0,Europe/London
MPN,-3,Atlantic/Stanley
AMS,1,Europe/Amsterdam
MST,1,Europe/Amsterdam
EIN,1,Europe/Amsterdam
GRQ,1,Europe/Amsterdam
DHR,1,Europe/Amsterdam
LWR,1,Europe/Amsterdam
RTM,1,Europe/Amsterdam
UTC,1,Europe/Amsterdam
ENS,1,Europe/Amsterdam
LID,1,Europe/Amsterdam
WOE,1,Europe/Amsterdam
ORK,0,Europe/Dublin
GWY,0,Europe/Dublin
DUB,0,Europe/Dublin
NOC,0,Europe/Dublin
KIR,0,Europe/Dublin
SNN,0,Europe/Dublin
SXL,0,Europe/Dublin
WAT,0,Europe/Dublin
AAR,1,Europe/Copenhagen
BLL,1,Europe/Copenhagen
CPH,1,Europe/Copenhagen
EBJ,1,Europe/Copenhagen
KRP,1,Europe/Copenhagen
ODE,1,Europe/Copenhagen
RKE,1,Europe/Copenhagen
RNN,1,Europe/Copenhagen
SGD,1,Europe/Copenhagen
SKS,1,Europe/Copenhagen
TED,1,Europe/Copenhagen
FAE,0,Atlantic/Faeroe
STA,1,Europe/Copenhagen
AAL,1,Europe/Copenhagen
LUX,1,Europe/Luxembourg
AES,1,Europe/Oslo
ANX,1,Europe/Oslo
ALF,1,Europe/Oslo
BNN,1,Europe/Oslo
BOO,1,Europe/Oslo
BGO,1,Europe/Oslo
BJF,1,Europe/Oslo
KRS,1,Europe/Oslo
BDU,1,Europe/Oslo
EVE,1,Europe/Oslo
VDB,1,Europe/Oslo
FRO,1,Europe/Oslo
OSL,1,Europe/Oslo
HAU,1,Europe/Oslo
HAA,1,Europe/Oslo
KSU,1,Europe/Oslo
KKN,1,Europe/Oslo
FAN,1,Europe/Oslo
MOL,1,Europe/Oslo
MJF,1,Europe/Oslo
LKL,1,Europe/Oslo
NTB,1,Europe/Oslo
OLA,1,Europe/Oslo
RRS,1,Europe/Oslo
RYG,1,Europe/Oslo
LYR,1,Arctic/Longyearbyen
SKE,1,Europe/Oslo
SRP,1,Europe/Oslo
SSJ,1,Europe/Oslo
TOS,1,Europe/Oslo
TRF,1,Europe/Oslo
TRD,1,Europe/Oslo
SVG,1,Europe/Oslo
GDN,1,Europe/Warsaw
KRK,1,Europe/Warsaw
KTW,1,Europe/Warsaw
POZ,1,Europe/Warsaw
RZE,1,Europe/Warsaw
SZZ,1,Europe/Warsaw
OSP,1,Europe/Warsaw
WAW,1,Europe/Warsaw
WRO,1,Europe/Warsaw
IEG,1,Europe/Warsaw
RNB,1,Europe/Stockholm
GOT,1,Europe/Stockholm
JKG,1,Europe/Stockholm
LDK,1,Europe/Stockholm
GSE,1,Europe/Stockholm
KVB,1,Europe/Stockholm
THN,1,Europe/Stockholm
KSK,1,Europe/Stockholm
MXX,1,Europe/Stockholm
NYO,1,Europe/Stockholm
KID,1,Europe/Stockholm
JLD,1,Europe/Stockholm
OSK,1,Europe/Stockholm
KLR,1,Europe/Stockholm
MMX,1,Europe/Stockholm
HAD,1,Europe/Stockholm
VXO,1,Europe/Stockholm
EVG,1,Europe/Stockholm
GEV,1,Europe/Stockholm
HUV,1,Europe/Stockholm
KRF,1,Europe/Stockholm
LYC,1,Europe/Stockholm
SDL,1,Europe/Stockholm
OER,1,Europe/Stockholm
KRN,1,Europe/Stockholm
SFT,1,Europe/Stockholm
UME,1,Europe/Stockholm
VHM,1,Europe/Stockholm
AJR,1,Europe/Stockholm
ORB,1,Europe/Stockholm
VST,1,Europe/Stockholm
LLA,1,Europe/Stockholm
ARN,1,Europe/Stockholm
BMA,1,Europe/Stockholm
BLE,1,Europe/Stockholm
HLF,1,Europe/Stockholm
GVX,1,Europe/Stockholm
LPI,1,Europe/Stockholm
NRK,1,Europe/Stockholm
VBY,1,Europe/Stockholm
SPM,1,Europe/Berlin
RMS,1,Europe/Berlin
GHF,1,Europe/Berlin
ZCN,1,Europe/Berlin
ZNF,1,Europe/Berlin
GKE,1,Europe/Berlin
RLG,1,Europe/Berlin
FEL,1,Europe/Berlin
GUT,1,Europe/Berlin
ALJ,2,Africa/Johannesburg
AGZ,2,Africa/Johannesburg
BIY,2,Africa/Johannesburg
BFN,2,Africa/Johannesburg
CPT,2,Africa/Johannesburg
DUR,2,Africa/Johannesburg
ELS,2,Africa/Johannesburg
GCJ,2,Africa/Johannesburg
GRJ,2,Africa/Johannesburg
HDS,2,Africa/Johannesburg
JNB,2,Africa/Johannesburg
KIM,2,Africa/Johannesburg
KLZ,2,Africa/Johannesburg
HLA,2,Africa/Johannesburg
LAY,2,Africa/Johannesburg
MGH,2,Africa/Johannesburg
MEZ,2,Africa/Johannesburg
NCS,2,Africa/Johannesburg
DUH,2,Africa/Johannesburg
PLZ,2,Africa/Johannesburg
PHW,2,Africa/Johannesburg
PTG,2,Africa/Johannesburg
PZB,2,Africa/Johannesburg
NTY,2,Africa/Johannesburg
UTW,2,Africa/Johannesburg
RCB,2,Africa/Johannesburg
SBU,2,Africa/Johannesburg
SIS,2,Africa/Johannesburg
SZK,2,Africa/Johannesburg
LTA,2,Africa/Johannesburg
ULD,2,Africa/Johannesburg
UTN,2,Africa/Johannesburg
UTT,2,Africa/Johannesburg
VRU,2,Africa/Johannesburg
VIR,2,Africa/Johannesburg
PRY,2,Africa/Johannesburg
WEL,2,Africa/Johannesburg
FRW,2,Africa/Gaborone
JWA,2,Africa/Gaborone
BBK,2,Africa/Gaborone
MUB,2,Africa/Gaborone
GBE,2,Africa/Gaborone
PKW,2,Africa/Gaborone
BZV,1,Africa/Brazzaville
FTX,1,Africa/Brazzaville
OUE,1,Africa/Brazzaville
PNR,1,Africa/Brazzaville
MTS,2,Africa/Mbabane
BGF,1,Africa/Bangui
BBT,1,Africa/Bangui
BSG,1,Africa/Malabo
SSG,1,Africa/Malabo
MRU,4,Indian/Mauritius
RRG,4,Indian/Mauritius
TKC,1,Africa/Douala
DLA,1,Africa/Douala
MVR,1,Africa/Douala
FOM,1,Africa/Douala
NGE,1,Africa/Douala
GOU,1,Africa/Douala
BFX,1,Africa/Douala
BPC,1,Africa/Douala
YAO,1,Africa/Douala
LVI,2,Africa/Lusaka
LUN,2,Africa/Lusaka
MFU,2,Africa/Lusaka
NLA,2,Africa/Lusaka
KIW,2,Africa/Lusaka
HAH,3,Indian/Comoro
NWA,3,Indian/Comoro
AJN,3,Indian/Comoro
DZA,3,Indian/Mayotte
RUN,4,Indian/Reunion
ZSE,4,Indian/Reunion
TNR,3,Indian/Antananarivo
ZVA,3,Indian/Antananarivo
SMS,3,Indian/Antananarivo
TMM,3,Indian/Antananarivo
MOQ,3,Indian/Antananarivo
DIE,3,Indian/Antananarivo
WMR,3,Indian/Antananarivo
ZWA,3,Indian/Antananarivo
AMB,3,Indian/Antananarivo
ANM,3,Indian/Antananarivo
HVA,3,Indian/Antananarivo
MJN,3,Indian/Antananarivo
NOS,3,Indian/Antananarivo
BPY,3,Indian/Antananarivo
WMN,3,Indian/Antananarivo
SVB,3,Indian/Antananarivo
VOH,3,Indian/Antananarivo
WAI,3,Indian/Antananarivo
FTU,3,Indian/Antananarivo
WFI,3,Indian/Antananarivo
RVA,3,Indian/Antananarivo
WVK,3,Indian/Antananarivo
MNJ,3,Indian/Antananarivo
MXM,3,Indian/Antananarivo
TLE,3,Indian/Antananarivo
SSY,1,Africa/Luanda
BUG,1,Africa/Luanda
CAB,1,Africa/Luanda
CPX,-4,America/Puerto_Rico
NOV,1,Africa/Luanda
SVP,1,Africa/Luanda
LAD,1,Africa/Luanda
MEG,1,Africa/Luanda
SPP,1,Africa/Luanda
GXG,1,Africa/Luanda
PBN,1,Africa/Luanda
VHC,1,Africa/Luanda
SZA,1,Africa/Luanda
SDD,1,Africa/Luanda
LUO,1,Africa/Luanda
UGO,1,Africa/Luanda
XGN,1,Africa/Luanda
OYE,1,Africa/Libreville
OKN,1,Africa/Libreville
LBQ,1,Africa/Libreville
BMM,1,Africa/Libreville
POG,1,Africa/Libreville
OMB,1,Africa/Libreville
MKU,1,Africa/Libreville
LBV,1,Africa/Libreville
MVB,1,Africa/Libreville
PCP,0,Africa/Sao_Tome
TMS,0,Africa/Sao_Tome
BEW,2,Africa/Maputo
INH,2,Africa/Maputo
VXC,2,Africa/Maputo
MPM,2,Africa/Maputo
MZB,2,Africa/Maputo
MNC,2,Africa/Maputo
APL,2,Africa/Maputo
POL,2,Africa/Maputo
UEL,2,Africa/Maputo
TET,2,Africa/Maputo
VNX,2,Africa/Maputo
DES,4,Indian/Mahe
SEZ,4,Indian/Mahe
PRI,4,Indian/Mahe
AEH,1,Africa/Ndjamena
MQQ,1,Africa/Ndjamena
NDJ,1,Africa/Ndjamena
FYT,1,Africa/Ndjamena
BUQ,2,Africa/Harare
BFO,2,Africa/Harare
VFA,2,Africa/Harare
HRE,2,Africa/Harare
KAB,2,Africa/Harare
MVZ,2,Africa/Harare
GWE,2,Africa/Harare
WKM,2,Africa/Harare
BLZ,2,Africa/Blantyre
KGJ,2,Africa/Blantyre
LLW,2,Africa/Blantyre
ZZU,2,Africa/Blantyre
MSU,2,Africa/Maseru
FIH,1,Africa/Kinshasa
NLO,1,Africa/Kinshasa
MNB,1,Africa/Kinshasa
FDU,1,Africa/Kinshasa
KKW,1,Africa/Kinshasa
MDK,1,Africa/Kinshasa
BDT,1,Africa/Kinshasa
GMA,1,Africa/Kinshasa
LIQ,1,Africa/Kinshasa
FKI,2,Africa/Lubumbashi
IRP,2,Africa/Lubumbashi
BUX,2,Africa/Lubumbashi
BKY,2,Africa/Lubumbashi
GOM,2,Africa/Kigali
KND,2,Africa/Lubumbashi
FBM,2,Africa/Lubumbashi
KWZ,2,Africa/Lubumbashi
FMI,2,Africa/Lubumbashi
KMN,2,Africa/Lubumbashi
KGA,2,Africa/Lubumbashi
MJM,2,Africa/Lubumbashi
BKO,0,Africa/Bamako
GAQ,0,Africa/Bamako
KYS,0,Africa/Bamako
MZI,0,Africa/Bamako
TOM,0,Africa/Bamako
BJL,0,Africa/Banjul
FUE,0,Atlantic/Canary
VDE,0,Atlantic/Canary
SPC,0,Atlantic/Canary
LPA,0,Atlantic/Canary
ACE,0,Atlantic/Canary
TFS,0,Atlantic/Canary
TFN,0,Atlantic/Canary
MLN,1,Europe/Madrid
FNA,0,Africa/Freetown
MLW,0,Africa/Monrovia
ROB,0,Africa/Monrovia
AGA,0,Africa/Casablanca
TTA,0,Africa/Casablanca
FEZ,0,Africa/Casablanca
ERH,0,Africa/Casablanca
MEK,0,Africa/Casablanca
OUD,0,Africa/Casablanca
RBA,0,Africa/Casablanca
CMN,0,Africa/Casablanca
RAK,0,Africa/Casablanca
NNA,0,Africa/Casablanca
OZZ,0,Africa/Casablanca
AHU,0,Africa/Casablanca
TTU,0,Africa/Casablanca
TNG,0,Africa/Casablanca
ZIG,0,Africa/Dakar
CSK,0,Africa/Dakar
KLC,0,Africa/Dakar
DKR,0,Africa/Dakar
XLS,0,Africa/Dakar
BXE,0,Africa/Dakar
KGG,0,Africa/Dakar
TUD,0,Africa/Dakar
IEO,0,Africa/Nouakchott
TIY,0,Africa/Nouakchott
KFA,0,Africa/Nouakchott
EMN,0,Africa/Nouakchott
KED,0,Africa/Nouakchott
NKC,0,Africa/Nouakchott
SEY,0,Africa/Nouakchott
ATR,0,Africa/Nouakchott
NDB,0,Africa/Nouakchott
FIG,0,Africa/Conakry
FAA,0,Africa/Conakry
LEK,0,Africa/Conakry
SID,-1,Atlantic/Cape_Verde
BVC,-1,Atlantic/Cape_Verde
MMO,-1,Atlantic/Cape_Verde
SNE,-1,Atlantic/Cape_Verde
VXE,-1,Atlantic/Cape_Verde
ADD,3,Africa/Addis_Ababa
AMH,3,Africa/Addis_Ababa
AXU,3,Africa/Addis_Ababa
BJR,3,Africa/Addis_Ababa
DIR,3,Africa/Addis_Ababa
GMB,3,Africa/Addis_Ababa
GDQ,3,Africa/Addis_Ababa
JIM,3,Africa/Addis_Ababa
LLI,3,Africa/Addis_Ababa
MQX,3,Africa/Addis_Ababa
ASO,3,Africa/Addis_Ababa
BJM,2,Africa/Bujumbura
HGA,3,Africa/Mogadishu
BBO,3,Africa/Mogadishu
KMU,3,Africa/Mogadishu
C91,-5,America/New_York
ALY,2,Africa/Cairo
ABS,2,Africa/Cairo
CAI,2,Africa/Cairo
HRG,2,Africa/Cairo
EGR,2,Africa/Cairo
LXR,2,Africa/Cairo
MUH,2,Africa/Cairo
PSD,2,Africa/Cairo
SKV,2,Africa/Cairo
ASW,2,Africa/Cairo
ELT,2,Africa/Cairo
EDL,3,Africa/Nairobi
KIS,3,Africa/Nairobi
KTL,3,Africa/Nairobi
CDI,-5,America/New_York
LOK,3,Africa/Nairobi
LAU,3,Africa/Nairobi
MBA,3,Africa/Nairobi
WIL,3,Africa/Nairobi
WJR,3,Africa/Nairobi
GHT,2,Africa/Tripoli
AKF,2,Africa/Tripoli
BEN,2,Africa/Tripoli
SEB,2,Africa/Tripoli
TIP,2,Africa/Tripoli
LTD,2,Africa/Tripoli
GYI,2,Africa/Kigali
KGL,2,Africa/Kigali
KME,2,Africa/Kigali
DOG,3,Africa/Khartoum
ELF,3,Africa/Khartoum
KSL,3,Africa/Khartoum
EBD,3,Africa/Khartoum
JUB,3,Africa/Juba
MAK,3,Africa/Juba
KRT,3,Africa/Khartoum
ARK,3,Africa/Dar_es_Salaam
DAR,3,Africa/Dar_es_Salaam
DOD,3,Africa/Dar_es_Salaam
IRI,3,Africa/Dar_es_Salaam
JRO,3,Africa/Dar_es_Salaam
LKY,3,Africa/Dar_es_Salaam
MYW,3,Africa/Dar_es_Salaam
MWZ,3,Africa/Dar_es_Salaam
PMA,3,Africa/Dar_es_Salaam
TGT,3,Africa/Dar_es_Salaam
ZNZ,3,Africa/Dar_es_Salaam
EBB,3,Africa/Kampala
QDU,1,Europe/Berlin
SRT,3,Africa/Kampala
TIA,1,Europe/Tirane
BOJ,2,Europe/Sofia
GOZ,2,Europe/Sofia
PDV,2,Europe/Sofia
SOF,2,Europe/Sofia
VAR,2,Europe/Sofia
LCA,2,Asia/Nicosia
PFO,2,Asia/Nicosia
AKT,0,Europe/London
DBV,1,Europe/Zagreb
OSI,1,Europe/Zagreb
PUY,1,Europe/Zagreb
RJK,1,Europe/Zagreb
SPU,1,Europe/Zagreb
ZAG,1,Europe/Zagreb
ZAD,1,Europe/Zagreb
ALC,1,Europe/Madrid
LEI,1,Europe/Madrid
OVD,1,Europe/Madrid
ODB,1,Europe/Madrid
BIO,1,Europe/Madrid
BCN,1,Europe/Madrid
BJZ,1,Europe/Madrid
LCG,1,Europe/Madrid
GRO,1,Europe/Madrid
GRX,1,Europe/Madrid
IBZ,1,Europe/Madrid
XRY,1,Europe/Madrid
MJV,1,Europe/Madrid
PKH,2,Europe/Athens
MAD,1,Europe/Madrid
AGP,1,Europe/Madrid
MAH,1,Europe/Madrid
OZP,1,Europe/Madrid
